state,year,crime_group,crime_subgroup,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,source_dataset
Jammu & Kashmir,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,46.0,179,auto_theft
Jharkhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,43.0,104,auto_theft
Karnataka,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,203.0,872,auto_theft
Kerala,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,208.0,437,auto_theft
Madhya Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,160.0,484,auto_theft
Maharashtra,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,44.0,564.0,2136,auto_theft
Manipur,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,2,auto_theft
Meghalaya,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,23.0,91,auto_theft
Mizoram,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0,auto_theft
Nagaland,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,10.0,49,auto_theft
Odisha,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,13.0,21,auto_theft
Puducherry,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,4,auto_theft
Punjab,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,108.0,160.0,440,auto_theft
Rajasthan,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,266.0,859,auto_theft
Sikkim,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,3,auto_theft
Tamil Nadu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,71.0,95.0,128,auto_theft
Tripura,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4.0,4,auto_theft
Uttar Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,60.0,343.0,1793,auto_theft
Uttarakhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,18.0,74,auto_theft
West Bengal,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,104.0,250,auto_theft
Andhra Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,126.0,347,auto_theft
Arunachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,2,auto_theft
Assam,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,72.0,247,auto_theft
Bihar,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,21.0,83,auto_theft
Chandigarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,64.0,201,auto_theft
Chhattisgarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,47.0,83,auto_theft
Dadra & Nagar Haveli,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,3,auto_theft
Daman & Diu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,4,auto_theft
Delhi,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,85.0,784.0,3515,auto_theft
Goa,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,9.0,31,auto_theft
Gujarat,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,158.0,629,auto_theft
Haryana,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,391.0,1142,auto_theft
Himachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,40.0,67,auto_theft
Jammu & Kashmir,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,33.0,164,auto_theft
Jharkhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,27.0,251,auto_theft
Karnataka,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8.0,211.0,606,auto_theft
Kerala,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,112.0,482,auto_theft
Madhya Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,225.0,554,auto_theft
Maharashtra,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,63.0,378.0,2129,auto_theft
Manipur,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,2,auto_theft
Meghalaya,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,90,auto_theft
Mizoram,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0,auto_theft
Nagaland,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,15.0,71,auto_theft
Odisha,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,19.0,51,auto_theft
Puducherry,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,3.0,9,auto_theft
Punjab,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,147.0,357,auto_theft
Rajasthan,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,247.0,809,auto_theft
Sikkim,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,4,auto_theft
Tamil Nadu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54.0,60.0,93,auto_theft
Tripura,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1,auto_theft
Uttar Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12.0,306.0,1477,auto_theft
Uttarakhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,20.0,102,auto_theft
West Bengal,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,56.0,176,auto_theft
Andhra Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19.0,175.0,434,auto_theft
Arunachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,0,auto_theft
Assam,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,117.0,409,auto_theft
Bihar,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,21.0,49,auto_theft
Chandigarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,50.0,158,auto_theft
Chhattisgarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,39.0,76,auto_theft
Dadra & Nagar Haveli,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,3,auto_theft
Daman & Diu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4.0,14,auto_theft
Delhi,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88.0,620.0,4066,auto_theft
Goa,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,11.0,43,auto_theft
Gujarat,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,118.0,467,auto_theft
Haryana,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,443.0,1438,auto_theft
Himachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,48.0,99,auto_theft
Jammu & Kashmir,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,18.0,67,auto_theft
Jharkhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,65,auto_theft
Karnataka,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,126.0,503,auto_theft
Kerala,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,107.0,519,auto_theft
Madhya Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,145.0,384,auto_theft
Maharashtra,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312.0,541.0,2252,auto_theft
Manipur,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,0.0,9,auto_theft
Meghalaya,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,66,auto_theft
Mizoram,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,14.0,24,auto_theft
Nagaland,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,16.0,43,auto_theft
Odisha,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15.0,35.0,96,auto_theft
Puducherry,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,5,auto_theft
Punjab,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145.0,142.0,518,auto_theft
Rajasthan,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39.0,225.0,1035,auto_theft
Sikkim,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5.0,5,auto_theft
Tamil Nadu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87.0,93.0,131,auto_theft
Tripura,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,12,auto_theft
Uttar Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,390.0,1458,auto_theft
Uttarakhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,29.0,101,auto_theft
West Bengal,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,92.0,298,auto_theft
Andhra Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,149.0,298,auto_theft
Arunachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,4.0,12,auto_theft
Assam,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,101.0,264,auto_theft
Bihar,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,22.0,61,auto_theft
Chandigarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,96.0,357,auto_theft
Chhattisgarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,40.0,99,auto_theft
Dadra & Nagar Haveli,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1,auto_theft
Daman & Diu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,5,auto_theft
Delhi,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,536.0,3613,auto_theft
Goa,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,9.0,32,auto_theft
Gujarat,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,156.0,508,auto_theft
Haryana,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42.0,411.0,1237,auto_theft
Himachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10.0,37.0,86,auto_theft
Jammu & Kashmir,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,35.0,130,auto_theft
Jharkhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,77.0,365,auto_theft
Karnataka,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11.0,132.0,546,auto_theft
Kerala,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,148.0,606,auto_theft
Madhya Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25.0,177.0,469,auto_theft
Maharashtra,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217.0,467.0,2219,auto_theft
Manipur,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,12,auto_theft
Meghalaya,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,3.0,15,auto_theft
Mizoram,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,15,auto_theft
Nagaland,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,9.0,56,auto_theft
Odisha,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,50.0,99,auto_theft
Puducherry,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,7.0,11,auto_theft
Punjab,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157.0,173.0,577,auto_theft
Rajasthan,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31.0,315.0,1130,auto_theft
Sikkim,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5.0,6,auto_theft
Tamil Nadu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70.0,74.0,100,auto_theft
Tripura,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,2,auto_theft
Uttar Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,348.0,1458,auto_theft
Uttarakhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28.0,28.0,119,auto_theft
West Bengal,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9.0,66.0,328,auto_theft
Andhra Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,165.0,300,auto_theft
Arunachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,10.0,17,auto_theft
Assam,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,86.0,508,auto_theft
Bihar,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,31.0,134,auto_theft
Chandigarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,108.0,426,auto_theft
Chhattisgarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,145.0,405,auto_theft
Dadra & Nagar Haveli,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1,auto_theft
Daman & Diu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,8,auto_theft
Delhi,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,486.0,4388,auto_theft
Goa,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,6.0,20,auto_theft
Gujarat,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55.0,103.0,593,auto_theft
Haryana,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53.0,434.0,1534,auto_theft
Himachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18.0,39.0,119,auto_theft
Jammu & Kashmir,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,163,auto_theft
Jharkhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,42.0,277,auto_theft
Karnataka,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34.0,234.0,813,auto_theft
Kerala,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,92.0,452,auto_theft
Madhya Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,157.0,454,auto_theft
Maharashtra,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86.0,256.0,2459,auto_theft
Manipur,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,59,auto_theft
Meghalaya,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,13.0,53,auto_theft
Mizoram,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,15,auto_theft
Nagaland,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,7.0,89,auto_theft
Odisha,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,125,auto_theft
Puducherry,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,13,auto_theft
Punjab,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110.0,208.0,641,auto_theft
Rajasthan,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66.0,232.0,1223,auto_theft
Sikkim,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,6,auto_theft
Tamil Nadu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121.0,135.0,200,auto_theft
Tripura,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,3,auto_theft
Uttar Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,334.0,1546,auto_theft
Uttarakhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,124,auto_theft
West Bengal,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,272,auto_theft
Andaman & Nicobar Islands,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1.0,1,auto_theft
Andhra Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,253.0,436,auto_theft
Arunachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,26,auto_theft
Assam,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,97.0,443,auto_theft
Bihar,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,41.0,262,auto_theft
Chandigarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,466,auto_theft
Chhattisgarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,236,auto_theft
Dadra & Nagar Haveli,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,10,auto_theft
Daman & Diu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,4,auto_theft
Delhi,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289.0,580.0,4757,auto_theft
Goa,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,4.0,19,auto_theft
Gujarat,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,155.0,763,auto_theft
Haryana,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40.0,433.0,1587,auto_theft
Himachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,62.0,166,auto_theft
Jammu & Kashmir,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,122.0,433,auto_theft
Jharkhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,74.0,295,auto_theft
Karnataka,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,252.0,959,auto_theft
Kerala,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,109.0,307,auto_theft
Lakshadweep,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,4,auto_theft
Madhya Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,234.0,675,auto_theft
Maharashtra,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251.0,509.0,2523,auto_theft
Manipur,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,1.0,51,auto_theft
Meghalaya,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,59,auto_theft
Mizoram,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,6.0,8,auto_theft
Nagaland,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,21.0,103,auto_theft
Odisha,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,74.0,358,auto_theft
Puducherry,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3.0,9,auto_theft
Punjab,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,248.0,870,auto_theft
Rajasthan,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158.0,321.0,1654,auto_theft
Sikkim,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4.0,7,auto_theft
Tamil Nadu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104.0,140.0,194,auto_theft
Tripura,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,4,auto_theft
Uttar Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,320.0,2718,auto_theft
Uttarakhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,106,auto_theft
West Bengal,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,86.0,401,auto_theft
Andhra Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203.0,530.0,602,auto_theft
Arunachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,2.0,5,auto_theft
Assam,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,32.0,103,auto_theft
Bihar,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,45.0,360,auto_theft
Chandigarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,355,auto_theft
Chhattisgarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,52.0,152,auto_theft
Dadra & Nagar Haveli,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1.0,6,auto_theft
Daman & Diu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,2,auto_theft
Delhi,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24.0,594.0,5281,auto_theft
Goa,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,9.0,20,auto_theft
Gujarat,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,170.0,843,auto_theft
Haryana,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61.0,499.0,1918,auto_theft
Himachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,61.0,161,auto_theft
Jammu & Kashmir,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,93.0,334,auto_theft
Jharkhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,54.0,368,auto_theft
Karnataka,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45.0,442.0,1087,auto_theft
Kerala,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,56.0,180,auto_theft
Madhya Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46.0,299.0,780,auto_theft
Maharashtra,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238.0,571.0,2612,auto_theft
Manipur,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,47,auto_theft
Meghalaya,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,19.0,43,auto_theft
Mizoram,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,13.0,18,auto_theft
Nagaland,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,12.0,81,auto_theft
Odisha,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,82.0,181,auto_theft
Puducherry,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,12,auto_theft
Punjab,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92.0,315.0,943,auto_theft
Rajasthan,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189.0,256.0,1491,auto_theft
Sikkim,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,2,auto_theft
Tamil Nadu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119.0,185.0,265,auto_theft
Tripura,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2.0,2,auto_theft
Uttar Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65.0,374.0,3046,auto_theft
Uttarakhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,26.0,96,auto_theft
