state,year,crime_group,crime_subgroup,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,source_dataset
Uttar Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,27.0,44,auto_theft
West Bengal,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,4.0,37,auto_theft
Andhra Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,9.0,17,auto_theft
Arunachal Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Bihar,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,7,auto_theft
Chandigarh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6,auto_theft
Chhattisgarh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,2,auto_theft
Daman & Diu,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Delhi,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),14.0,25.0,113,auto_theft
Goa,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Gujarat,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),22.0,26.0,49,auto_theft
Haryana,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),15.0,107.0,139,auto_theft
Himachal Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,29.0,43,auto_theft
Jammu & Kashmir,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Jharkhand,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Karnataka,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,26.0,47,auto_theft
Kerala,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,20,auto_theft
Madhya Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,8.0,12,auto_theft
Maharashtra,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),29.0,126.0,220,auto_theft
Meghalaya,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Nagaland,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Odisha,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,4.0,4,auto_theft
Puducherry,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,1.0,2,auto_theft
Punjab,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),37.0,56.0,92,auto_theft
Rajasthan,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,18.0,46,auto_theft
Tamil Nadu,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18.0,36.0,36,auto_theft
Uttar Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,20.0,34,auto_theft
Uttarakhand,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2,auto_theft
West Bengal,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4.0,7.0,17,auto_theft
Andhra Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,16,auto_theft
Arunachal Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,2,auto_theft
Bihar,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,16,auto_theft
Chandigarh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7,auto_theft
Chhattisgarh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Delhi,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),31.0,152.0,264,auto_theft
Goa,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,3,auto_theft
Gujarat,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,22.0,44,auto_theft
Haryana,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,180.0,288,auto_theft
Himachal Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,11,auto_theft
Jammu & Kashmir,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,1,auto_theft
Karnataka,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,21.0,52,auto_theft
Kerala,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,16.0,42,auto_theft
Madhya Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,44.0,69,auto_theft
Maharashtra,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),30.0,141.0,250,auto_theft
Manipur,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Meghalaya,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7,auto_theft
Mizoram,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Nagaland,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Odisha,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Puducherry,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Punjab,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,31.0,59,auto_theft
Rajasthan,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,30.0,60,auto_theft
Tamil Nadu,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),25.0,25.0,29,auto_theft
Tripura,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,4,auto_theft
Uttar Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,24.0,60,auto_theft
Uttarakhand,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,2,auto_theft
West Bengal,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,2.0,7,auto_theft
Andhra Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,32.0,60,auto_theft
Arunachal Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,5.0,134,auto_theft
Bihar,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,6,auto_theft
Chandigarh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4,auto_theft
Chhattisgarh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Dadra & Nagar Haveli,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,5,auto_theft
Delhi,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),10.0,52.0,251,auto_theft
Goa,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,6,auto_theft
Gujarat,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),15.0,13.0,35,auto_theft
Haryana,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,112.0,192,auto_theft
Himachal Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,13.0,23,auto_theft
Jammu & Kashmir,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6,auto_theft
Jharkhand,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,1.0,8,auto_theft
Karnataka,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,26.0,70,auto_theft
Kerala,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,22.0,73,auto_theft
Madhya Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Maharashtra,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),26.0,85.0,266,auto_theft
Manipur,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Meghalaya,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,2.0,2,auto_theft
Mizoram,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Nagaland,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Odisha,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,7,auto_theft
Punjab,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),8.0,26.0,75,auto_theft
Rajasthan,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,50.0,109,auto_theft
Tamil Nadu,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),21.0,21.0,24,auto_theft
Tripura,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Uttar Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,34.0,65,auto_theft
Uttarakhand,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,8,auto_theft
West Bengal,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4.0,5.0,12,auto_theft
Andhra Pradesh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,17.0,23,auto_theft
Arunachal Pradesh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,15.0,108,auto_theft
Bihar,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,4,auto_theft
Chandigarh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2,auto_theft
Chhattisgarh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Delhi,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7.0,10.0,164,auto_theft
Goa,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,7.0,13,auto_theft
Gujarat,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,11.0,33,auto_theft
Haryana,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,138.0,259,auto_theft
Himachal Pradesh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,4.0,8,auto_theft
Jammu & Kashmir,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,14,auto_theft
Jharkhand,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,10.0,33,auto_theft
Karnataka,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,34.0,62,auto_theft
Kerala,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,52.0,133,auto_theft
Madhya Pradesh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Maharashtra,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),38.0,108.0,267,auto_theft
Manipur,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Meghalaya,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Mizoram,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Nagaland,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Odisha,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4,auto_theft
Puducherry,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,9,auto_theft
Punjab,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),32.0,56.0,106,auto_theft
Rajasthan,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,32.0,91,auto_theft
Sikkim,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Tamil Nadu,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),17.0,17.0,17,auto_theft
Uttar Pradesh,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,23.0,50,auto_theft
Uttarakhand,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,6.0,12,auto_theft
West Bengal,2006,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,14.0,44,auto_theft
Andhra Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,29.0,44,auto_theft
Arunachal Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),6.0,31.0,136,auto_theft
Bihar,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,5,auto_theft
Chandigarh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,5.0,17,auto_theft
Chhattisgarh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Dadra & Nagar Haveli,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,2,auto_theft
Daman & Diu,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,1,auto_theft
Delhi,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,13.0,153,auto_theft
Goa,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3.0,8,auto_theft
Gujarat,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),8.0,10.0,33,auto_theft
Haryana,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7.0,161.0,421,auto_theft
Himachal Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,15.0,41,auto_theft
Jammu & Kashmir,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,14.0,19,auto_theft
Jharkhand,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,0.0,0,auto_theft
Karnataka,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,31.0,67,auto_theft
Kerala,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,31.0,100,auto_theft
Madhya Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,51.0,122,auto_theft
Maharashtra,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),49.0,124.0,376,auto_theft
Manipur,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Meghalaya,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,12,auto_theft
Mizoram,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Nagaland,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Odisha,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,13,auto_theft
Puducherry,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,4.0,6,auto_theft
Punjab,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),73.0,65.0,157,auto_theft
Rajasthan,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,53.0,106,auto_theft
Sikkim,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Tamil Nadu,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),43.0,56.0,59,auto_theft
Tripura,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,1,auto_theft
Uttar Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,54.0,139,auto_theft
Uttarakhand,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,2.0,4,auto_theft
West Bengal,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,4.0,22,auto_theft
Andhra Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,18.0,21,auto_theft
Arunachal Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,7.0,23,auto_theft
Bihar,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2,auto_theft
Chandigarh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,4,auto_theft
Chhattisgarh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Dadra & Nagar Haveli,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,8,auto_theft
Daman & Diu,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,1,auto_theft
Delhi,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,13.0,181,auto_theft
Goa,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,3.0,17,auto_theft
Gujarat,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),12.0,14.0,48,auto_theft
Haryana,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,154.0,331,auto_theft
Himachal Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,9.0,30,auto_theft
Jammu & Kashmir,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Jharkhand,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3.0,15,auto_theft
Karnataka,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),8.0,26.0,59,auto_theft
Kerala,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,18.0,58,auto_theft
Maharashtra,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),42.0,138.0,586,auto_theft
Manipur,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Meghalaya,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,9,auto_theft
Mizoram,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Nagaland,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,8,auto_theft
Odisha,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,12,auto_theft
Puducherry,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3.0,7,auto_theft
Punjab,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),26.0,42.0,124,auto_theft
Rajasthan,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,60.0,144,auto_theft
Sikkim,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2,auto_theft
Tamil Nadu,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),39.0,55.0,65,auto_theft
